호기,부위,일자,시작시간,완료시간,정지시간(분),정지시간(시간),고장 원인,처리 내용,MTTR,MTBF,고장강도율,translated_고장원인,translated_처리내용,translated_부위,제품 가격 가중치,risk_impact,가동시간,risk_likehood
6호기,후면,4월6일,10:00:00,11:00:00,60,1,게이지 헤드 브레크 슬립,부레크 조절 작업,0.73,66.1,1.1,Gauge head brake slip,Brake adjustment work,back side,0.15,1.85601929,264.43,4.000453858
6호기,후면,5월30일,19:05:00,20:30:00,85,1.4,파워헤드 구동 베아링,파손 교체 작업,1.22,23.4,5.22,Powerhead drive bearing,Damaged replacement work,back side,0.15,1.92951929,210.83,9.00982906
6호기,후면,6월13일,10:00:00,11:40:00,100,1.7,엔드 SAW 클럼프 실린다 ,동작 안됨 조정작업,1.73,65.5,2.63,End SAW Clamp Cylinder,Not working Adjustment work,back side,0.15,2.00601929,262.06,4.000916031
6호기,후면,8월9일,14:50:00,17:15:00,145,2.4,헨드링 유압유니트 로딩,솔레 노이드 확인 후 교체 작업,1,10.2,9.79,Hendring hydraulic unit loading,Replacement work after checking the solenoid,back side,0.15,1.89651929,254.4,24.94117647
6호기,후면,8월29일,18:00:00,18:30:00,30,0.5,RUN OUT C/V 구동 不,인버터 에러 신품 으로 교체,1,10.2,9.79,RUN OUT C/V not running,Inverter error Replace with new product,back side,0.15,1.89651929,254.4,24.94117647
6호기,후면,8월24일,03:50:00,04:05:00,15,0.2,Saw Feed C/V 구동 불능,인버터 Error reset ,1,10.2,9.79,Saw Feed C/V operation not possible,Inverter Error reset,back side,0.15,1.89651929,254.4,24.94117647
6호기,후면,2016-09-02 00:00:00,22:00:00,22:10:00,10,0.2,쫄대C/V 자동운전시 저속운전됨.,이물질 제거후 정상동작,2.53,16.5,15.28,Jjoldae C/V operates at low speed during automatic operation.,Normal operation after removing foreign substances,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-03 00:00:00,07:20:00,08:10:00,50,0.8,게이지헤드 원점 정지감지센서 파손으로교체.,PRL30-15DN(1EA)교체,2.53,16.5,15.28,Gauge head origin stop detection sensor replaced due to damage.,PRL30-15DN (1EA) replacement,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-08 00:00:00,18:10:00,12:30:00,1100,18.3,유압 유니트 서비스 탱크 쿨러 파손,유압 유니트 서비스 탱크 쿨러 파손 설치 작업,2.53,16.5,15.28,Damaged hydraulic unit service tank cooler.,Hydraulic unit service tank cooler damage installation work,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-21 00:00:00,03:00:00,03:20:00,20,0.3,쫄대배출 안되 점검요청,AIR SOL V/V 스폴 청소 후 정상동작됨,2.53,16.5,15.28,Request for inspection as jjoldae is not discharged,AIR SOL V/V operates normally after cleaning the spool.,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-20 00:00:00,02:00:00,02:15:00,15,0.3,게이지 헤드 전/후진 동작불능,MOTOR 벨트 텐션 조정,2.53,16.5,15.28,Gauge head forward/reverse operation not possible,MOTOR belt tension adjustment,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-07 00:00:00,09:30:00,11:00:00,90,1.5,HOT SAW 케이블베어 노후로 교체작업,케이블베어 3M교체 작업,2.53,16.5,15.28,Replacement work for old HOT SAW cable bear,Cable bear 3M replacement work,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-24 00:00:00,02:00:00,02:15:00,15,0.3,모니터 절반만 보임., 모니터 및 케이블 교체필요,2.53,16.5,15.28,Only half of the monitor is visible.,Monitor and cable need replacement,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-23 00:00:00,11:30:00,12:10:00,40,0.7,SPACE-BAR 투입 불량으로 점검,SPACE-BAR  DROP 장치  AIR SOL 불량으로 교환,2.53,16.5,15.28,Check due to poor SPACE-BAR input,SPACE-BAR DROP device AIR SOL replaced due to defective,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-29 00:00:00,13:55:00,14:35:00,40,0.7,GANTRY T/V 전/후진 동작 정지시 밀림 현상,GANTRY T/V 전/후진 동작 모터 B/K 패드 마모로 교체,2.53,16.5,15.28,GANTRY T/V pushing phenomenon when forward/backward motion stops,GANTRY T/V forward/backward motion motor B/K replaced due to pad wear,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2016-09-22 00:00:00,23:30:00,00:35:00,65,1.1,스텍카 ELEVATOR UP동작불능으로 점검요청,비상S/W 해제후 정상동작,2.53,16.5,15.28,Inspection request due to STACKER ELEVATOR UP not working,Normal operation after emergency S/W release,back side,0.15,2.12601929,297.7,18.04242424
6호기,후면,2014-08-04 00:00:00,09:00:00,12:14:00,194,3.2,스테카 GENTRY T/V 인버터 내부소손 확인,"GENTRY T/V 교체 및 모터 패드 교체, 
전/후진 센서 위치 조정",4.93,28.4,5.93,Check internal burnout of Steca GENTRY T/V inverter,"GENTRY T/V replacement and motor pad replacement,
Forward/backward sensor position adjustment",back side,0.15,2.48601929,311.85,10.9806338
6호기,후면,2014-08-11 00:00:00,22:00:00,00:00:00,39,0.7,GANTRY T/V Slow 동작 불능,인버터 SLOW 입력 위치 변경후 정상작동,4.93,28.4,5.93,GANTRY T/V Slow does not operate,Normal operation after changing the inverter SLOW input position,back side,0.15,2.48601929,311.85,10.9806338
6호기,후면,2014-08-14 00:00:00,04:10:00,05:30:00,80,1.3,런아웃 C/V 롤러 끼임현상,롤러 끼임 부위 제거 후 정상작동,4.93,28.4,5.93,Runout C/V roller jamming phenomenon,Normal operation after removal of roller jamming area,back side,0.15,2.48601929,311.85,10.9806338
6호기,후면,2014-09-11 00:00:00,09:00:00,09:45:00,45,0.8,절단기 게이지헤드 동작불능,게이지 콘베어 상승하강 작동후 헤드 정상작동,3.92,44.5,1.61,Cutter gauge head not working,Head operates normally after the gauge conveyor rises and falls.,back side,0.15,2.33451929,266.89,5.99752809
6호기,후면,2014-09-12 00:00:00,07:00:00,07:21:00,21,0.3,트랜스베어 스위치봉 파손,파손부위 용접작업,3.92,44.5,1.61,Transbear switch rod damaged,Welding work on damaged areas,back side,0.15,2.33451929,266.89,5.99752809
6호기,후면,2014-10-20 00:00:00,19:00:00,20:40:00,100,1.7,"절단기 톱날 고정축 
베어링파손",파손된 베어링 교체작업,18.39,164.4,0.61,"Cutting machine saw blade fixed axis
Bearing damage",Damaged bearing replacement work,back side,0.15,4.50501929,328.41,1.997627737
6호기,기타,8월20일,11:30:00,12:05:00,35,0.6,OIL 정제기 모터 외부 수리 입고,"OIL 정제기 모터 설치 시운전 완료 (정격:8.2A, 현재: 4.3A)",1,10.2,9.79,OIL purifier motor external repair in stock,"OIL purifier motor installation and test run completed (rating: 8.2A, current: 4.3A)",etc,0.06,0.758607716,254.4,24.94117647
6호기,기타,2014-09-22 00:00:00,16:10:00,17:00:00,50,0.8,지브크레인 S/W파손으로 교체,조작 S/W교체 후 정상동작,3.92,44.5,1.61,Jib crane S/W replaced due to damage,Normal operation after replacement of operation S/W,etc,0.06,0.933807716,266.89,5.99752809
7호기,압출기,1월7일,09:55:00,10:55:00,60,1,콘테이너 실린다 V-PACKING,교체 작업,1,433.8,0.23,Container Cylinder V-PACKING,replacement work,extruder,0.35,4.425211677,433.8,1
7호기,압출기,2월1일,02:30:00,21:45:00,1155,19.3,빌레트 절단기 축 전단,전단된 부위 용접 후 가공 조립,7.13,123.5,5.77,Billet Cutting Machine Shaft Shear,Processing and assembly after welding the sheared area,extruder,0.35,6.570711677,370.57,3.000566802
7호기,압출기,4월14일,05:45:00,06:20:00,35,0.6,유압 솔레노이드 누유,노후로 누유 예비품 으로 교체 작업,0.45,181.2,0.25,Hydraulic solenoid leak,Replacement work with spare parts due to oil leakage,extruder,0.35,4.232711677,362.32,1.999558499
7호기,압출기,5월9일,10:00:00,10:15:00,15,0.2,메인 압력 디스풀레이 불량,으로 전원 단선 복구 작업,1.7,72.8,2.34,Main pressure display defective,Power cut recovery operation,extruder,0.35,4.670211677,363.94,4.999175824
7호기,압출기,5월17일,20:30:00,21:40:00,70,1.2,콘테이너 배관 크랙으로 누유,배관 불리후 용접 작업,1.7,72.8,2.34,Leakage due to container pipe cracks,Piping adverse welding work,extruder,0.35,4.670211677,363.94,4.999175824
7호기,압출기,8월11일,13:50:00,14:44:00,54,0.9,다이스 이송대 풀렌지 고정 ,볼트 풀림 으로 동작 시 걸림 현상 조임 작업,0.74,42.9,1.72,Dice transfer table full range fixation,Tightening of jamming phenomenon during operation due to loosening of bolts,extruder,0.35,4.334211677,429,10
7호기,압출기,8월23일,06:10:00,08:00:00,110,1.8,휙스 더미 고정 볼트 파손,분해 후 볼트 교체 작업,0.74,42.9,1.72,Whoosh pile fixing bolt is broken,Bolt replacement after disassembly,extruder,0.35,4.334211677,429,10
7호기,압출기,8월23일,01:52:00,02:56:00,64,1.1,콘테이너 유압 배관 크랙,배관 불리 후 용접 작업,0.74,42.9,1.72,Container Hydraulic Piping Crack,Welding work after piping failure,extruder,0.35,4.334211677,429,10
7호기,압출기,9월21일,22:55:00,23:11:00,16,0.3,메인 샤 닛뿔 크랙 으로 누유,닛뿔 제거후 교체 조립,2.94,75.6,3.89,Oil leak through main shani horn crack,Replacement assembly after removing the horn,extruder,0.35,5.104211677,378,5
7호기,압출기,9월23일,12:05:00,14:00:00,115,1.9,콘테이너 배관 크랙 누유,배관 불리후 용접 작업,2.94,75.6,3.89,Container piping crack leak,Piping adverse welding work,extruder,0.35,5.104211677,378,5
7호기,압출기,9월23일,01:30:00,02:25:00,55,0.9,빠일롯트 배관 크랙 누유,배관 용접 작업,2.94,75.6,3.89,Pilot pipe crack leak,pipe welding work,extruder,0.35,5.104211677,378,5
7호기,압출기,2016-09-05 00:00:00,22:30:00,22:35:00,5,0.1,메인샤  이상 알람 발생으로 자동 운전 불능,메인샤 L/S 레바 부려짐 →L/S 레바 교체,1.7,34.4,4.95,Automatic operation is disabled due to a mainsha abnormality alarm.,Mainsha L/S lever broken →L/S lever replaced,extruder,0.35,4.670211677,378,10.98837209
7호기,압출기,2016-09-23 00:00:00,12:05:00,14:00:00,115,1.9,콘테이너 배관 크렉 누유,콘테이너 배관 크렉 누유 용접 수리,1.7,34.4,4.95,Container piping crack leak,Container piping crack leak welding repair,extruder,0.35,4.670211677,378,10.98837209
7호기,압출기,2016-09-23 00:00:00,01:30:00,02:25:00,55,0.9,빠이롯트 펌프 배관 크렉 누유,빠이롯트 펌프 배관 크렉 누유용접 수리,1.7,34.4,4.95,Pilot pump piping crack leak,Pilot pump piping crack oil leak welding repair,extruder,0.35,4.670211677,378,10.98837209
7호기,압출기,2016-10-11 00:00:00,12:30:00,13:30:00,60,1,샤 유압 배관 크렉 누유,샤 유압 배관 크렉 누유 용접 수리,0.74,28.4,2.59,Sha hydraulic pipe crack leak,Sha Hydraulic Piping Crack Leakage Welding Repair,extruder,0.35,4.334211677,398,14.01408451
7호기,압출기,2016-10-10 00:00:00,08:30:00,10:44:00,134,2.2,신양2 100HP콤푸레샤 물 유입,청소및 파트 교체,0.74,28.4,2.59,Shinyang 2 100HP compressor water inflow,Cleaning and Part Replacement,extruder,0.35,4.334211677,398,14.01408451
7호기,압출기,2016-11-21 00:00:00,08:30:00,12:30:00,240,4,압출 압력 형성 안됨,쏠 점검및 로직 밸브 청소후 압력 상승,4,441.1,0.91,No extrusion pressure build up,Pressure rises after inspecting the sole and cleaning the logic valve,extruder,0.35,5.475211677,441.1,1
7호기,압출기,2014-08-08 00:00:00,00:10:00,01:40:00,215,3.6,파일럿 유압배관 유압호스 닛쁠 용접,유압호스 닛쁠 용접 후 조치작업,7,77.6,3.89,Pilot hydraulic piping hydraulic hose nipple welding,Measures taken after hydraulic hose nipple welding,extruder,0.35,6.525211677,387.85,4.99806701
7호기,압출기,2014-08-14 00:00:00,01:40:00,09:20:00,460,7.7,AUX PUMP 모터 교체,펌프 모터 배선 제거 및 외주수리,7,77.6,3.89,AUX PUMP motor replacement,Pump motor wiring removal and outsourced repairs,extruder,0.35,6.525211677,387.85,4.99806701
7호기,압출기,2014-08-15 00:00:00,05:18:00,07:10:00,112,1.9,콘테이너 배관 누유,콘테이너 씰링 교체작업,7,77.6,3.89,container piping leak,Container seal replacement work,extruder,0.35,6.525211677,387.85,4.99806701
7호기,압출기,2014-09-19 00:00:00,23:04:00,23:55:00,51,0.9,씨링 펌프 배관크랙,크랙부위 보강 용접작업,7.86,94.8,1.58,Sea ring pump pipe crack,Reinforcement welding work on crack areas,extruder,0.35,6.826211677,379.2,4
7호기,압출기,2014-10-27 00:00:00,22:30:00,22:40:00,10,0.2,유압펌프 커플링 마모,커플링 마모부위 교체작업,34.83,192.3,0.08,Hydraulic pump coupling wear,Coupling wear part replacement work,extruder,0.35,16.26571168,384.54,1.999687988
7호기,압출기,2014-11-24 00:00:00,08:40:00,10:00:00,90,1.5,로더 및 보조로더 속도이상,실린더 교체 및 속도조정,6.3,79.8,1.4,Loader and auxiliary loader speed error,Cylinder replacement and speed adjustment,extruder,0.35,6.280211677,398.98,4.999749373
7호기,압출기,2014-11-25 00:00:00,18:10:00,19:40:00,90,1.5,로더 실린더 교체작업,실린더 교체작업,6.3,79.8,1.4,Loader cylinder replacement work,Cylinder replacement work,extruder,0.35,6.280211677,398.98,4.999749373
7호기,가열로,2월23일,13:30:00,14:50:00,80,1.3,인닥션히타 용VCS,교체작업,7.13,123.5,5.77,VCS for induction heater,replacement work,heating furnace,0.25,4.693365483,370.57,3.000566802
7호기,가열로,3월16일,10:05:00,12:08:00,123,2.1,빌레트 열전대 실린다 페킹,교체작업,2.1,494.4,0.42,Billet thermocouple cylinder packing,replacement work,heating furnace,0.25,3.435865483,494.44,1.000080906
7호기,가열로,5월4일,00:25:00,03:00:00,155,2.6,인닥션 히타 VCS S상 소손,중고 VCS 로 교체 작업,1.7,72.8,2.34,Induction heater VCS S phase burnout,Replacement work with used VCS,heating furnace,0.25,3.335865483,363.94,4.999175824
7호기,가열로,6월8일,03:20:00,06:30:00,190,3.2,푸셔 실린다 로드 누공,실린다 분해후 로드 페킹 교체작업,1.73,139.4,1.24,Pusher cylinder rod fistula,Rod packing replacement work after disassembling the cylinder,heating furnace,0.25,3.343365483,418.29,3.000645624
7호기,가열로,6월24일,16:30:00,17:40:00,70,1.2,빌레트 SAW 인출 C/V,동작 불 콘베어 불리 후 수리,1.73,139.4,1.24,Billet SAW withdrawal C/V,Repair after operation fire conveyor fire,heating furnace,0.25,3.343365483,418.29,3.000645624
7호기,가열로,8월10일,15:00:00,15:15:00,15,0.2,인덕션히터 7호기 가열시간 단축 요청,인덕션 가열및 냉각 타이머 시간 조절,0.74,42.9,1.72,Request to shorten heating time for induction heater unit 7,Induction heating and cooling timer time adjustment,heating furnace,0.25,3.095865483,429,10
7호기,가열로,9월30일,08:45:00,20:00:00,675,11.3,인닥션히타 온도 과열 로,빌렛트 녹음 OP TIC 이상 예비품 으로 교체,2.94,75.6,3.89,Induction heater temperature overheating furnace,"Billet recording OP TIC defective, replace with spare part",heating furnace,0.25,3.645865483,378,5
7호기,가열로,9월30일,20:40:00,21:00:00,20,0.3,인닥션 히타 온도 과열 알람,발생 썸머스타트 트립 복구 후 작업,2.94,75.6,3.89,Induction heater temperature overheating alarm,Actions after recovering from a summer start trip,heating furnace,0.25,3.645865483,378,5
7호기,가열로,2016-09-30 00:00:00,08:45:00,20:00:00,675,11.3,인덕션 히터내 빌레트 녹아 흘러 푸샤및 열전대 전/후진 동작 불능,산소 이용 빌레트 녹여 제거 및 롤러베어링 교체,1.7,34.4,4.95,"The billet in the induction heater melts and flows, making the pusher and thermocouple unable to move forward/reverse.",Melt and remove billet using oxygen and replace roller bearings,heating furnace,0.25,3.335865483,378,10.98837209
7호기,가열로,2016-09-30 00:00:00,20:40:00,21:00:00,20,0.3,COIL 과온으로 알람발생,썸머스타트 TRIP으로 복구 후 정상동작됨,1.7,34.4,4.95,Alarm occurs due to COIL overtemperature,Normal operation after recovery with Summer Start TRIP,heating furnace,0.25,3.335865483,378,10.98837209
7호기,가열로,2016-10-18 00:00:00,13:50:00,14:20:00,30,0.5,COIL OVER TEMP ALARM.,THEMOCOUPLE  TRIP으로 해제 후 정상동작,0.74,28.4,2.59,COIL OVER TEMP ALARM.,Normal operation after release with THERMOCOUPLE TRIP,heating furnace,0.25,3.095865483,398,14.01408451
7호기,가열로,2016-10-31 00:00:00,19:35:00,21:00:00,85,1.4,인덕션 히터 7호기 E/V MOTOR COIL 소손,"인덕션 히터 7호기 E/V MOTOR (440V,1HP)교체",0.74,28.4,2.59,Induction heater unit 7 E/V MOTOR COIL burnt out,"Induction heater unit 7 E/V MOTOR (440V, 1HP) replacement",heating furnace,0.25,3.095865483,398,14.01408451
7호기,가열로,2016-10-31 00:00:00,09:00:00,09:15:00,15,0.3,코일온도상승 알람발생.,썸머스텟 접점 리셋후 알람해제.,0.74,28.4,2.59,Coil temperature rise alarm occurs.,Alarm is cleared after resetting the thermostat contact point.,heating furnace,0.25,3.095865483,398,14.01408451
7호기,가열로,2016-10-18 00:00:00,02:55:00,03:00:00,5,0.1,인덕션히터 가열 불능,보상도선 단선 복구,0.74,28.4,2.59,Induction heater cannot be heated,Compensation conductor disconnection repair,heating furnace,0.25,3.095865483,398,14.01408451
7호기,가열로,2016-10-06 00:00:00,15:00:00,15:15:00,15,0.2,빌렛트 온도컨트롤러 교체작업.,DX9 교체 및 프로그램 셋업작업.,0.74,28.4,2.59,Billet temperature controller replacement work.,DX9 replacement and program setup work.,heating furnace,0.25,3.095865483,398,14.01408451
7호기,가열로,2014-09-22 00:00:00,14:23:00,14:35:00,12,0.2,온도계 에어스피드 밸브교체필요,스피드 밸브 교체작업,7.86,94.8,1.58,Thermometer air speed valve needs replacement,Speed ​​valve replacement work,heating furnace,0.25,4.875865483,379.2,4
7호기,가열로,2014-11-26 00:00:00,14:20:00,14:55:00,35,0.6,"빌레트 절단기 홈파기 
하부모터 구동 불능",하부모터 THR Trip현상 리셋 후 정상작동,6.3,79.8,1.4,"Billet cutter groove digging
Lower motor cannot be driven",Normal operation after reset of lower motor THR trip phenomenon,heating furnace,0.25,4.485865483,398.98,4.999749373
7호기,풀러,2월17일,02:40:00,03:30:00,50,0.8,풀러이동시 떨림 현상,레일 과 풀러 바디 롤러 조정 작업,7.13,123.5,5.77,Tremor phenomenon when moving the puller,Rail and puller body roller adjustment work,fuller,0.09,1.689611574,370.57,3.000566802
7호기,풀러,5월18일,20:00:00,21:30:00,90,1.5,풀러 DC모터 과열,냉각 후 작업 (작업 자 부주위),1.7,72.8,2.34,Puller DC motor overheating,Work after cooling (operator carelessness),fuller,0.09,1.200911574,363.94,4.999175824
7호기,풀러,5월19일,01:30:00,04:30:00,180,3,풀러 DC모터 과열,냉각 후 작업 (작업 자 부주위),1.7,72.8,2.34,Puller DC motor overheating,Work after cooling (operator carelessness),fuller,0.09,1.200911574,363.94,4.999175824
7호기,풀러,6월18일,02:56:00,03:46:00,50,0.8,풀러 레일 연결 부위 크랙,레일 크랙 부위 사상 후 육성 용접,1.73,139.4,1.24,Crack in puller rail connection area,Welding after finishing the rail crack area,fuller,0.09,1.203611574,418.29,3.000645624
7호기,풀러,7월16일,09:15:00,10:30:00,75,1.3,풀러 죠 업 다운,연결 링크 파손 부분 수리,1.3,405.5,0.32,puller jaw up down,Repair of damaged connecting links,fuller,0.09,1.164911574,405.52,1.000049322
7호기,풀러,8월10일,02:20:00,02:40:00,20,0.3,풀러 죠 다운 중 멈춤,조작 전원 집전자 부러 쉬 교체 작업,0.74,42.9,1.72,Stuck during puller jaw down,Operation Power Current Collector Brush Replacement Operation,fuller,0.09,1.114511574,429,10
7호기,풀러,2014-08-20 00:00:00,10:00:00,11:30:00,90,1.5,풀러 TRIY열림 동작중 멈춤,풀러 모터 실린더 부분 교체,7,77.6,3.89,Puller TROY opens and stops during operation.,Puller motor cylinder part replacement,fuller,0.09,1.677911574,387.85,4.99806701
7호기,풀러,2014-11-08 00:00:00,04:23:00,05:03:00,40,0.7,풀러 멈춤 현상,"풀러 SLOW 감지 포토센서 전/후진시
감지 불능
- 포토센서(BEN300-DDT) 교체 후 감도조정",6.3,79.8,1.4,Fuller freeze phenomenon,"Fuller SLOW detection photo sensor when moving forward/reverse
undetectable
- Sensitivity adjustment after replacing the photo sensor (BEN300-DDT)",fuller,0.09,1.614911574,398.98,4.999749373
7호기,핫쏘,4월7일,12:00:00,12:20:00,20,0.3,HOT SAW LIEFT 동작 不,에어 솔레노이드 밸브 교체 작업,0.45,181.2,0.25,HOT SAW LIFT not operating,Air solenoid valve replacement work,Hasso,0.1,1.209346193,362.32,1.999558499
7호기,후면,8월12일,01:30:00,03:00:00,90,1.5,버트 노커 체결 볼트 파손,볼트 제거후 체결,0.74,42.9,1.72,Butt knocker fastening bolt broken,Fasten after removing bolt,back side,0.15,1.85751929,429,10
7호기,후면,8월18일,11:10:00,11:28:00,18,0.3,버트샤 실린더 심레스 배관 파손,크렉분 교체,0.74,42.9,1.72,Damaged butt shaft cylinder seamless pipe,Crack replacement,back side,0.15,1.85751929,429,10
7호기,후면,8월18일,11:39:00,12:10:00,31,0.5,포토센서 배선 열화 소손,후렉시블 배선 단선 보수,0.74,42.9,1.72,Photo sensor wiring deterioration and burnout,Flexible wiring disconnection repair,back side,0.15,1.85751929,429,10
7호기,후면,8월23일,03:00:00,03:20:00,20,0.3,절단 벳지 컨베어벨트 구동 안됨,키및 마개 체결 작업,0.74,42.9,1.72,Cutting bet conveyor belt does not run,Key and cap fastening work,back side,0.15,1.85751929,429,10
7호기,후면,2016-09-29 00:00:00,18:20:00,18:30:00,10,0.2,RUNOUT C/V DOWN 동작 간혈적으로 안됨,RUNOUT C/V UP/DOWN 셀렉터S/W,1.7,34.4,4.95,RUNOUT C/V DOWN operation does not work intermittently,RUNOUT C/V UP/DOWN Selector S/W,back side,0.15,2.00151929,378,10.98837209
7호기,후면,2016-09-09 00:00:00,16:20:00,17:00:00,40,0.7,게이지C/V 자동운전시 저속안됨.,스페어 선으로 교체 후 정상동작됨,1.7,34.4,4.95,Gauge C/V does not operate at low speed during automatic operation.,It operates normally after replacing with a spare cable.,back side,0.15,2.00151929,378,10.98837209
7호기,후면,2016-09-21 00:00:00,22:55:00,23:11:00,16,0.3,메인샤 닛불 파손 누유,메인샤 닛불 파손 누유 교체,1.7,34.4,4.95,Mainsha nisbul damaged and leaking oil,Mainsha nisbul damaged oil leak replacement,back side,0.15,2.00151929,378,10.98837209
7호기,후면,2016-09-02 00:00:00,12:30:00,13:30:00,60,1,로더 유압 배관 크렉,로더 유압 배관 크렉 용접수리,1.7,34.4,4.95,Loader hydraulic pipe crack,Loader hydraulic pipe crack welding repair,back side,0.15,2.00151929,378,10.98837209
7호기,후면,2016-10-31 00:00:00,10:28:00,11:50:00,82,1.4,게이지헤드 전/후진 동작 불능으로 점검요청.,케이블베어측 MOTOR 단상걸림.,0.74,28.4,2.59,Inspection request due to gauge head not moving forward/reverse.,Cable bear side MOTOR single phase jammed.,back side,0.15,1.85751929,398,14.01408451
7호기,후면,2016-10-17 00:00:00,09:30:00,10:05:00,35,0.6,MID TEMP C/V 기동 안되 점검요청,"110V MC-22(1EA)교체, 인버터440V 5HP(1EA)교체.",0.74,28.4,2.59,"MID TEMP C/V does not start, request inspection","110V MC-22 (1EA) replacement, Inverter 440V 5HP (1EA) replacement.",back side,0.15,1.85751929,398,14.01408451
7호기,후면,2016-10-01 00:00:00,15:45:00,16:30:00,45,0.8,P.H IN FEED V/T C/V 구동 불능,"인버터(SV004IG5A-4 →SV008IG5A-4)
교체후 복구",0.74,28.4,2.59,P.H IN FEED V/T C/V operation not possible,"Inverter (SV004IG5A-4 →SV008IG5A-4)
Recovery after replacement",back side,0.15,1.85751929,398,14.01408451
7호기,후면,2016-10-21 00:00:00,22:00:00,23:00:00,60,1,"파워헤드 수동 전/후진 동작은 되나 제품 교정시
스트레챠 동작 불능","테일헤드 정위치 감지 근접센서 고정 브라켓 휘어
감지 불량으로 브라켓 교정후 복구",0.74,28.4,2.59,"Powerhead manual forward/backward movement is possible, but when calibrating the product
Stretcher does not work","Tail head correct position detection, proximity sensor fixing bracket bending
Recovery after correction of bracket due to poor detection",back side,0.15,1.85751929,398,14.01408451
7호기,후면,2016-10-01 00:00:00,16:40:00,16:55:00,15,0.2,비디오 모니터 화면 불능,P.H 상부 무선 송신기 위치 틀어짐 재조정,0.74,28.4,2.59,Video monitor screen not working,P.H upper wireless transmitter position misalignment readjusted,back side,0.15,1.85751929,398,14.01408451
7호기,후면,2016-10-27 00:00:00,10:25:00,10:50:00,25,0.4,절단7호기 SAWFEED C/V 구동 불능,"CLAMP 가이드 실린더
이물질로 윤활제 도포후 복구",0.74,28.4,2.59,SAWFEED C/V operation of cutting unit 7 is not possible,"CLAMP guide cylinder
Recovery after applying lubricant with foreign substances",back side,0.15,1.85751929,398,14.01408451
7호기,후면,2016-10-24 00:00:00,09:20:00,09:30:00,10,0.2,GAUGE HEAD 전/후진 동작 불능,B/K 열림 근접센서 감지 시킨후 복구,0.74,28.4,2.59,GAUGE HEAD forward/backward operation not possible,Recovery after detection of B/K open proximity sensor,back side,0.15,1.85751929,398,14.01408451
7호기,후면,2014-08-19 00:00:00,21:00:00,21:30:00,30,0.5,쫄대 투입 작동 불능,브래킷 간섭으로 해당부위 처리 후 정상작동,7,77.6,3.89,Jjoldae insertion does not work,Normal operation after processing the area due to bracket interference,back side,0.15,2.79651929,387.85,4.99806701
7호기,후면,2014-09-26 00:00:00,17:00:00,21:00:00,240,4,빌레트이동콘베어 체인파손,체인 교체 및 보수작업,7.86,94.8,1.58,Billet moving conveyor chain broken,Chain replacement and repair work,back side,0.15,2.92551929,379.2,4
7호기,후면,2014-09-27 00:00:00,05:02:00,06:00:00,58,1,"빌레트 이송콘베어
가이드 끼임현상",스프래킷 처짐 교정 및 용접작업,7.86,94.8,1.58,"Billet transfer conveyor
Guide jamming phenomenon",Sprocket deflection correction and welding work,back side,0.15,2.92551929,379.2,4
7호기,후면,2014-10-29 00:00:00,23:30:00,23:40:00,10,0.2,절단기 servo알람발생,알람 복구 후 정상동작,34.83,192.3,0.08,Cutting machine servo alarm occurs,Normal operation after alarm recovery,back side,0.15,6.97101929,384.54,1.999687988
7호기,후면,2014-11-19 00:00:00,02:05:00,03:23:00,78,1.3,크로스오버 C/V작동불능,실린더 고정볼트 체결 및 에어 Sol V/V교환,6.3,79.8,1.4,Crossover C/V not working,Tightening cylinder fixing bolts and replacing air Sol V/V,back side,0.15,2.69151929,398.98,4.999749373
7호기,기타,2016-09-13 00:00:00,13:40:00,15:10:00,90,1.5,온도 상승 느려 점검요청,자재 입고후 교체 예정 현재 임시 사용중,1.7,34.4,4.95,Request for inspection due to slow temperature rise,Scheduled to be replaced after materials are received. Currently in temporary use.,etc,0.06,0.800607716,378,10.98837209
7호기,기타,2016-09-03 00:00:00,07:00:00,07:30:00,30,0.5,집전자 노후로 단상걸림.,집전자 3EA교체 후 정상동작,1.7,34.4,4.95,The podium is blocked due to the old age of the celebrant.,Normal operation after replacement of current collector 3EA,etc,0.06,0.800607716,378,10.98837209
8호기,압출기,1월14일,16:46:00,18:30:00,104,1.7,이모 펌프 체인 카풀러 파손,예비품으로 교체작업,1.6,70.7,2.26,Aunt pump chain coupler damaged,Replacement with spare parts,extruder,0.35,4.635211677,424.42,6.00311174
8호기,압출기,2월19일,13:50:00,15:15:00,85,1.4,유압불럭 오일 누유,밸브 컨토로류 밸브 오링 교체 작업,1.45,215.4,0.67,Hydraulic block oil leak,Valve controller valve O-ring replacement work,extruder,0.35,4.582711677,430.85,2.000232126
